ORDER_KEY,CUST_KEY,ORDER_STATUS,TOTAL_PRICE,ORDER_DATE,ORDER_PRIORITY,CLERK,SHIP_PRIORITY
3199014,1895,F,49211.48,1994-01-28,4-NOT SPECIFIED,Clerk#000000619,0
3199235,934,F,320687.45,1994-05-13,2-HIGH,Clerk#000000478,0
3213701,629,F,261062.26,1992-08-26,5-LOW,Clerk#000000925,0
3225696,370,F,96160.45,1993-05-14,1-URGENT,Clerk#000000070,0
3228771,886,O,328349.86,1997-09-06,3-MEDIUM,Clerk#000000746,0
3230369,961,F,110570.31,1993-08-18,2-HIGH,Clerk#000000447,0
3237956,472,O,131246.15,1997-02-16,1-URGENT,Clerk#000000263,0
3239718,742,O,168714.78,1996-01-08,5-LOW,Clerk#000000706,0
3243495,469,O,229653.38,1996-06-04,1-URGENT,Clerk#000000871,0
3253831,742,F,60869.82,1992-09-28,2-HIGH,Clerk#000000889,0
3254274,2114,O,63722.28,1997-04-17,3-MEDIUM,Clerk#000000239,0
3258466,1228,F,186330.51,1994-02-15,4-NOT SPECIFIED,Clerk#000000970,0
3262534,2347,O,18252.05,1996-08-10,1-URGENT,Clerk#000000396,0
3265895,416,O,73987.45,1998-03-04,1-URGENT,Clerk#000000525,0
3266661,1739,O,319284.24,1996-03-16,5-LOW,Clerk#000000292,0
3268516,38,O,146933.05,1996-11-28,2-HIGH,Clerk#000000979,0
3271300,934,O,161575.96,1996-02-17,2-HIGH,Clerk#000000180,0
3278211,2170,F,51011.33,1993-08-25,3-MEDIUM,Clerk#000000514,0
3278816,1982,F,92912.66,1992-09-03,4-NOT SPECIFIED,Clerk#000000571,0
3283011,836,O,214415.11,1995-11-02,3-MEDIUM,Clerk#000000599,0
3290629,964,O,31168.43,1997-05-26,1-URGENT,Clerk#000000313,0
3290919,1894,O,9319.63,1998-04-09,4-NOT SPECIFIED,Clerk#000000397,0
3302721,1286,F,286380.62,1994-03-23,3-MEDIUM,Clerk#000000183,0
3307520,961,F,201788.41,1993-09-10,3-MEDIUM,Clerk#000000724,0
3307968,860,O,237469.78,1997-08-05,4-NOT SPECIFIED,Clerk#000000847,0
3312935,2074,O,180054.94,1996-08-03,3-MEDIUM,Clerk#000000623,0
3315012,1715,O,300261.65,1997-03-15,5-LOW,Clerk#000000881,0
3316997,1468,F,179740.63,1995-01-17,1-URGENT,Clerk#000000320,0
3339232,2170,O,33855.67,1996-08-17,1-URGENT,Clerk#000000020,0
3352611,98,O,31187.52,1997-02-01,4-NOT SPECIFIED,Clerk#000000051,0
3354114,964,O,107361.71,1998-01-13,3-MEDIUM,Clerk#000000676,0
3354304,1657,O,308141.20,1998-07-13,4-NOT SPECIFIED,Clerk#000000814,0
3366979,2141,P,209935.11,1995-05-05,3-MEDIUM,Clerk#000000332,0
3368068,370,F,122779.01,1994-04-04,1-URGENT,Clerk#000000800,0
3383717,1928,O,94223.25,1995-09-21,1-URGENT,Clerk#000000117,0
3400388,1894,F,224513.20,1992-01-26,1-URGENT,Clerk#000000565,0
3418308,1009,F,131129.55,1994-04-29,4-NOT SPECIFIED,Clerk#000000241,0
3418758,1691,F,86428.94,1992-11-07,2-HIGH,Clerk#000000048,0
3420992,629,O,170557.09,1996-11-11,3-MEDIUM,Clerk#000000534,0
3423399,320,F,133112.00,1993-10-07,1-URGENT,Clerk#000000064,0
3438689,1421,O,176822.07,1995-07-30,5-LOW,Clerk#000000657,0
3447174,1421,F,80672.05,1994-03-15,4-NOT SPECIFIED,Clerk#000000059,0
3448035,1657,O,122818.36,1996-04-26,3-MEDIUM,Clerk#000000069,0
3450375,799,F,162383.25,1995-01-14,5-LOW,Clerk#000000282,0
3451202,2114,O,228255.49,1996-10-26,3-MEDIUM,Clerk#000000919,0
3453153,1693,F,113304.70,1994-06-07,4-NOT SPECIFIED,Clerk#000000228,0
3453283,2071,O,169567.98,1997-11-16,4-NOT SPECIFIED,Clerk#000000839,0
3462629,1982,O,183176.74,1996-09-05,4-NOT SPECIFIED,Clerk#000000910,0
3467811,680,F,42856.63,1993-02-06,2-HIGH,Clerk#000000718,0
3476291,1081,O,106872.81,1997-10-27,2-HIGH,Clerk#000000698,0
3477187,815,O,58551.83,1997-03-20,5-LOW,Clerk#000000295,0
3485605,2171,O,28141.78,1998-04-17,2-HIGH,Clerk#000000848,0
3487011,1894,O,48598.37,1996-04-22,3-MEDIUM,Clerk#000000368,0
3491618,370,F,73148.95,1994-02-06,2-HIGH,Clerk#000000995,0
3496551,1006,F,137882.24,1993-09-23,3-MEDIUM,Clerk#000000289,0
3513153,901,O,46982.00,1996-09-12,4-NOT SPECIFIED,Clerk#000000610,0
3516099,466,O,214751.36,1996-04-25,5-LOW,Clerk#000001000,0
3521060,1691,F,210425.00,1992-10-18,4-NOT SPECIFIED,Clerk#000000842,0
3525636,2141,O,203311.43,1997-09-26,5-LOW,Clerk#000000508,0
3533958,964,F,129960.06,1992-01-04,2-HIGH,Clerk#000000149,0
3535940,2264,O,228826.44,1995-05-31,1-URGENT,Clerk#000000522,0
3537639,1895,O,65303.03,1995-12-28,4-NOT SPECIFIED,Clerk#000000650,0
3547011,1228,F,261083.22,1994-01-06,2-HIGH,Clerk#000000659,0
3558784,496,O,159912.04,1995-07-07,2-HIGH,Clerk#000000830,0
3559712,2141,F,93814.43,1994-06-27,2-HIGH,Clerk#000000382,0
3564037,1376,F,16914.18,1994-07-18,2-HIGH,Clerk#000000939,0
3565153,1306,F,53832.60,1992-09-23,3-MEDIUM,Clerk#000000030,0
3567041,1217,F,167711.40,1994-01-04,3-MEDIUM,Clerk#000000961,0
3585154,836,O,189048.29,1996-05-09,4-NOT SPECIFIED,Clerk#000000148,0
3595974,1100,O,128521.84,1996-08-17,3-MEDIUM,Clerk#000000525,0
1805152,742,F,220210.03,1994-07-06,3-MEDIUM,Clerk#000000260,0
1815399,1009,O,183294.87,1996-05-07,5-LOW,Clerk#000000281,0
1826599,2114,O,203705.02,1997-01-04,3-MEDIUM,Clerk#000000476,0
1833285,1618,O,188221.46,1996-07-21,5-LOW,Clerk#000000748,0
1852097,1657,O,300323.03,1997-12-04,1-URGENT,Clerk#000000517,0
1854790,836,O,182531.92,1995-10-09,3-MEDIUM,Clerk#000000570,0
1857285,1252,F,173588.74,1994-08-11,4-NOT SPECIFIED,Clerk#000000319,0
1861925,1618,O,135416.43,1997-06-01,1-URGENT,Clerk#000000090,0
1865729,860,O,12016.86,1995-08-24,4-NOT SPECIFIED,Clerk#000000577,0
1868547,496,F,28041.99,1994-12-03,1-URGENT,Clerk#000000208,0
1887168,466,P,145312.90,1995-04-05,2-HIGH,Clerk#000000569,0
1896768,1693,O,208424.22,1996-10-05,2-HIGH,Clerk#000000403,0
1902247,742,F,166809.77,1994-07-28,3-MEDIUM,Clerk#000000135,0
1922113,1273,O,114048.68,1995-10-27,2-HIGH,Clerk#000000678,0
1922757,1468,F,229823.20,1995-01-12,2-HIGH,Clerk#000000690,0
1927682,2141,P,87598.78,1995-03-29,5-LOW,Clerk#000000146,0
1939237,1739,F,70880.89,1993-04-17,3-MEDIUM,Clerk#000000356,0
1940838,1481,F,111024.49,1994-04-08,4-NOT SPECIFIED,Clerk#000000205,0
1943300,1895,F,143543.33,1994-03-18,4-NOT SPECIFIED,Clerk#000000053,0
1951169,38,O,276315.13,1996-01-29,3-MEDIUM,Clerk#000000638,0
1961252,1657,F,128014.95,1995-01-19,2-HIGH,Clerk#000000462,0
1968101,2071,O,90407.70,1997-01-21,2-HIGH,Clerk#000000560,0
1971076,98,O,245955.85,1995-08-29,2-HIGH,Clerk#000000568,0
1971495,1618,O,209503.48,1996-02-29,3-MEDIUM,Clerk#000000562,0
1971554,416,F,166754.62,1992-01-09,5-LOW,Clerk#000000360,0
1975937,98,F,21403.76,1994-12-23,3-MEDIUM,Clerk#000000693,0
1977764,1894,F,89224.79,1992-10-10,5-LOW,Clerk#000000882,0
1982853,2114,F,65015.24,1992-11-18,3-MEDIUM,Clerk#000000847,0
1983905,1327,O,187513.45,1997-05-19,4-NOT SPECIFIED,Clerk#000000318,0
2002338,2264,F,231019.78,1992-05-09,1-URGENT,Clerk#000000174,0
2011362,469,O,64974.40,1997-01-18,3-MEDIUM,Clerk#000000806,0
2012294,1006,O,241296.38,1997-01-01,4-NOT SPECIFIED,Clerk#000000134,0
2015009,113,O,236861.64,1996-01-02,3-MEDIUM,Clerk#000000648,0
2020870,1693,O,140191.81,1997-08-24,4-NOT SPECIFIED,Clerk#000000684,0
2034944,1327,O,162039.34,1996-03-05,1-URGENT,Clerk#000000521,0
2067749,1715,P,335701.43,1995-05-08,4-NOT SPECIFIED,Clerk#000000458,0
2071267,496,F,302143.53,1994-05-28,2-HIGH,Clerk#000000962,0
2073696,2204,F,113206.65,1993-01-12,3-MEDIUM,Clerk#000000499,0
2081953,68,O,116072.20,1996-07-24,2-HIGH,Clerk#000000391,0
2090758,496,F,358531.37,1995-02-03,3-MEDIUM,Clerk#000000394,0
2092609,1657,F,143367.98,1994-08-18,1-URGENT,Clerk#000000146,0
2098598,469,F,187753.11,1992-01-11,2-HIGH,Clerk#000000392,0
2113765,2074,O,309202.68,1996-07-01,3-MEDIUM,Clerk#000000416,0
2117700,1081,F,233480.03,1993-06-05,1-URGENT,Clerk#000000339,0
2126979,416,O,166756.97,1997-05-21,1-URGENT,Clerk#000000760,0
2132742,742,F,354965.93,1992-06-24,4-NOT SPECIFIED,Clerk#000000745,0
2138309,1468,P,136541.71,1995-05-20,1-URGENT,Clerk#000000455,0
2139557,908,F,124305.79,1994-11-04,2-HIGH,Clerk#000000556,0
2148771,964,O,124499.30,1996-07-17,1-URGENT,Clerk#000000263,0
2148867,1009,P,270650.69,1995-05-09,5-LOW,Clerk#000000560,0
2157345,416,O,106843.00,1996-12-02,3-MEDIUM,Clerk#000000400,0
2160294,1894,O,31613.42,1996-04-18,4-NOT SPECIFIED,Clerk#000000490,0
2165861,1252,F,61934.12,1994-07-11,3-MEDIUM,Clerk#000000102,0
2172226,716,O,108705.32,1996-12-21,4-NOT SPECIFIED,Clerk#000000802,0
2173447,1009,F,203453.71,1992-03-01,5-LOW,Clerk#000000684,0
2178947,245,O,68886.06,1997-08-06,1-URGENT,Clerk#000000346,0
2182945,1081,O,170016.88,1998-03-19,3-MEDIUM,Clerk#000000371,0
2188416,469,F,110888.94,1992-03-19,2-HIGH,Clerk#000000346,0
2190112,1894,F,110298.82,1994-03-20,3-MEDIUM,Clerk#000000024,0
2194978,1252,F,18798.31,1993-07-09,4-NOT SPECIFIED,Clerk#000000640,0
2195399,901,F,174342.64,1994-10-21,2-HIGH,Clerk#000000198,0
2201862,320,F,42042.90,1993-05-30,1-URGENT,Clerk#000000878,0
2204384,466,O,118830.00,1995-11-16,4-NOT SPECIFIED,Clerk#000000982,0
2208228,2141,F,76384.04,1992-11-18,5-LOW,Clerk#000000126,0
2219009,2141,O,33194.07,1998-01-13,1-URGENT,Clerk#000000570,0
2225601,1895,F,108110.87,1994-11-29,5-LOW,Clerk#000000766,0
2226503,1982,F,113327.56,1993-08-03,1-URGENT,Clerk#000000561,0
2232931,1894,O,89031.97,1996-06-17,4-NOT SPECIFIED,Clerk#000000605,0
2240099,1306,O,210821.16,1998-02-14,1-URGENT,Clerk#000000193,0
2248996,2264,O,238995.28,1997-01-06,2-HIGH,Clerk#000000513,0
2260354,742,O,209564.83,1996-10-21,1-URGENT,Clerk#000000948,0
2260550,934,F,107095.69,1994-04-02,5-LOW,Clerk#000000167,0
2263203,799,O,34485.02,1996-10-22,1-URGENT,Clerk#000000542,0
2269474,1895,F,51522.52,1993-05-16,3-MEDIUM,Clerk#000000888,0
2276292,1894,F,33420.21,1994-10-31,2-HIGH,Clerk#000000657,0
2278597,901,O,71533.00,1996-02-11,5-LOW,Clerk#000000446,0
2279586,908,O,77161.44,1997-08-10,2-HIGH,Clerk#000000382,0
2280230,1327,P,257181.82,1995-05-24,4-NOT SPECIFIED,Clerk#000000865,0
2280289,1481,F,320464.75,1993-07-24,2-HIGH,Clerk#000000071,0
2284420,1009,O,124253.02,1997-08-05,2-HIGH,Clerk#000000866,0
2300806,799,F,227726.84,1992-02-05,1-URGENT,Clerk#000000950,0
2302373,1894,O,190905.50,1997-05-07,2-HIGH,Clerk#000000015,0
2309314,1376,O,11499.92,1996-11-04,1-URGENT,Clerk#000000671,0
2322691,860,O,72202.83,1997-01-05,3-MEDIUM,Clerk#000000755,0
2323105,1657,O,109875.17,1996-05-04,3-MEDIUM,Clerk#000000008,0
2325702,2170,F,105512.59,1992-06-08,5-LOW,Clerk#000000361,0
2328580,496,P,263466.36,1995-05-21,2-HIGH,Clerk#000000651,0
2329927,1009,O,52325.96,1997-10-31,1-URGENT,Clerk#000000136,0
2337376,2170,O,313634.36,1997-02-07,1-URGENT,Clerk#000000092,0
2337664,472,F,146185.02,1993-03-27,3-MEDIUM,Clerk#000000602,0
2359040,2071,F,62748.76,1992-10-29,4-NOT SPECIFIED,Clerk#000000149,0
2360036,742,F,286189.49,1992-03-09,5-LOW,Clerk#000000488,0
2369090,680,O,122830.85,1997-07-30,1-URGENT,Clerk#000000975,0
2376998,2204,O,27878.03,1995-09-17,2-HIGH,Clerk#000000356,0
2378112,466,F,116063.69,1993-02-08,3-MEDIUM,Clerk#000000001,0
2382369,1691,F,48381.90,1993-07-04,1-URGENT,Clerk#000000728,0
2383904,1081,O,201851.04,1997-12-25,1-URGENT,Clerk#000000309,0
2390498,2170,F,144479.87,1993-09-30,3-MEDIUM,Clerk#000000976,0
2394759,472,O,189689.56,1996-08-15,2-HIGH,Clerk#000000776,0
2394977,1739,F,138495.72,1993-10-31,2-HIGH,Clerk#000000541,0
2396099,815,O,60302.03,1998-04-26,5-LOW,Clerk#000000521,0
2398342,2323,O,264312.11,1996-05-13,4-NOT SPECIFIED,Clerk#000000767,0
601027,1217,F,169513.29,1995-02-25,1-URGENT,Clerk#000000692,0
610083,245,F,91551.30,1993-10-05,2-HIGH,Clerk#000000542,0
614688,1376,F,232457.53,1992-02-15,5-LOW,Clerk#000000320,0
619136,1252,F,101918.52,1992-04-19,1-URGENT,Clerk#000000443,0
627490,2074,F,86992.93,1994-03-12,1-URGENT,Clerk#000000062,0
628036,836,F,68998.07,1993-10-27,4-NOT SPECIFIED,Clerk#000000869,0
628230,1693,O,249796.33,1997-12-17,2-HIGH,Clerk#000000962,0
631554,1468,O,197589.44,1995-07-17,2-HIGH,Clerk#000000846,0
636420,1252,P,138127.48,1995-06-06,3-MEDIUM,Clerk#000000765,0
653090,934,F,68740.39,1994-07-04,3-MEDIUM,Clerk#000000571,0
675911,2204,F,123374.78,1993-04-01,5-LOW,Clerk#000000913,0
675974,1286,F,149270.07,1993-05-13,2-HIGH,Clerk#000000482,0
680769,370,O,257299.97,1995-09-15,3-MEDIUM,Clerk#000000086,0
687011,205,F,255823.14,1993-10-26,5-LOW,Clerk#000000348,0
708262,320,F,94984.98,1992-02-25,5-LOW,Clerk#000000178,0
708771,1228,O,281739.29,1998-03-26,3-MEDIUM,Clerk#000000394,0
711010,1273,O,110328.46,1996-10-03,2-HIGH,Clerk#000000387,0
727204,1481,F,116085.30,1992-02-26,5-LOW,Clerk#000000124,0
727425,1664,F,286381.06,1992-04-01,1-URGENT,Clerk#000000820,0
737762,1664,F,188558.88,1993-05-02,1-URGENT,Clerk#000000245,0
741857,2264,O,229611.61,1998-07-17,1-URGENT,Clerk#000000275,0
744160,908,O,293854.74,1995-12-16,5-LOW,Clerk#000000495,0
750854,2141,F,162217.66,1992-01-08,4-NOT SPECIFIED,Clerk#000000921,0
753344,742,F,168799.80,1993-05-11,3-MEDIUM,Clerk#000000414,0
760960,2114,O,58288.93,1996-02-08,3-MEDIUM,Clerk#000000558,0
769956,1009,O,250310.24,1995-09-06,2-HIGH,Clerk#000000220,0
777766,1327,F,109435.96,1993-10-19,5-LOW,Clerk#000000836,0
792098,2342,O,99037.20,1996-12-12,4-NOT SPECIFIED,Clerk#000000273,0
795746,1657,F,13451.45,1994-11-24,2-HIGH,Clerk#000000280,0
795808,113,F,321729.38,1994-12-04,4-NOT SPECIFIED,Clerk#000000626,0
804998,1739,P,268177.62,1995-02-27,2-HIGH,Clerk#000000005,0
806273,1664,O,161688.95,1996-08-14,1-URGENT,Clerk#000000471,0
813061,806,F,102166.43,1994-01-11,3-MEDIUM,Clerk#000000868,0
815364,68,F,51711.49,1993-10-13,2-HIGH,Clerk#000000917,0
817697,1421,O,139431.99,1996-06-18,5-LOW,Clerk#000000286,0
818054,2170,O,152987.82,1997-10-10,5-LOW,Clerk#000000557,0
819200,1468,F,159285.08,1994-09-01,1-URGENT,Clerk#000000846,0
822659,1618,O,62763.00,1997-10-31,5-LOW,Clerk#000000985,0
840423,563,O,359399.85,1995-07-25,4-NOT SPECIFIED,Clerk#000000991,0
851619,680,F,85623.27,1993-11-12,1-URGENT,Clerk#000000407,0
852097,1928,F,222097.30,1993-01-06,2-HIGH,Clerk#000000817,0
868736,1100,F,241437.50,1993-09-22,2-HIGH,Clerk#000000247,0
871201,2204,O,102635.16,1997-09-08,5-LOW,Clerk#000000097,0
876418,799,P,134479.37,1995-03-14,5-LOW,Clerk#000000645,0
878211,886,O,132324.64,1998-05-24,4-NOT SPECIFIED,Clerk#000000869,0
879266,1376,O,202354.85,1996-01-04,1-URGENT,Clerk#000000075,0
881349,1273,O,319368.12,1997-04-05,3-MEDIUM,Clerk#000000039,0
903459,205,P,239218.45,1995-03-19,2-HIGH,Clerk#000000611,0
905924,1894,O,265945.12,1996-05-31,5-LOW,Clerk#000000277,0
909991,1228,F,64930.02,1994-12-09,5-LOW,Clerk#000000793,0
912357,1693,O,254180.88,1995-09-17,4-NOT SPECIFIED,Clerk#000000612,0
917893,38,O,214164.10,1998-07-14,3-MEDIUM,Clerk#000000771,0
935264,901,O,261276.13,1995-11-02,1-URGENT,Clerk#000000240,0
938084,1739,F,102817.64,1993-12-31,4-NOT SPECIFIED,Clerk#000000838,0
945632,1468,F,44315.73,1994-04-17,1-URGENT,Clerk#000000775,0
951077,860,O,100910.24,1997-06-29,1-URGENT,Clerk#000000662,0
959586,934,O,45439.42,1996-01-07,2-HIGH,Clerk#000000300,0
965191,1228,O,133872.90,1998-04-25,4-NOT SPECIFIED,Clerk#000000860,0
965671,2071,F,129914.40,1994-12-12,1-URGENT,Clerk#000000679,0
978656,1403,O,126867.26,1995-07-12,5-LOW,Clerk#000000309,0
979522,1664,F,64841.11,1994-08-02,2-HIGH,Clerk#000000204,0
992801,1715,O,275614.79,1996-07-05,3-MEDIUM,Clerk#000000294,0
993700,1252,O,228947.07,1997-04-27,5-LOW,Clerk#000000177,0
1002054,1252,O,140569.14,1998-03-21,5-LOW,Clerk#000000162,0
1006180,1252,F,273356.47,1992-12-08,3-MEDIUM,Clerk#000000410,0
1012288,1664,F,31830.12,1994-11-23,1-URGENT,Clerk#000000245,0
1021026,934,F,114274.33,1994-07-06,4-NOT SPECIFIED,Clerk#000000725,0
1024097,2071,F,223180.08,1994-08-01,1-URGENT,Clerk#000000486,0
1027809,1327,O,127402.64,1996-02-12,3-MEDIUM,Clerk#000000812,0
1029857,934,F,283026.19,1993-04-05,5-LOW,Clerk#000000334,0
1037540,25,F,210165.78,1992-02-18,5-LOW,Clerk#000000915,0
1061287,68,O,174034.92,1997-07-14,1-URGENT,Clerk#000000669,0
1063107,536,F,268747.47,1994-10-25,1-URGENT,Clerk#000000754,0
1074343,1252,F,244411.49,1993-05-27,5-LOW,Clerk#000000505,0
1089477,2074,F,33909.37,1992-02-13,4-NOT SPECIFIED,Clerk#000000136,0
1092739,1894,O,48416.87,1995-08-07,4-NOT SPECIFIED,Clerk#000000317,0
1098881,1327,F,72306.69,1994-12-15,3-MEDIUM,Clerk#000000113,0
1105860,799,F,105986.87,1993-05-18,1-URGENT,Clerk#000000838,0
1111297,1286,O,81782.02,1998-02-02,2-HIGH,Clerk#000000667,0
1130626,1228,F,232648.72,1992-08-19,2-HIGH,Clerk#000000209,0
1139523,2074,F,11084.12,1993-09-23,3-MEDIUM,Clerk#000000335,0
1157732,1252,F,195344.74,1992-03-29,3-MEDIUM,Clerk#000000237,0
1160162,416,O,162126.68,1996-01-01,4-NOT SPECIFIED,Clerk#000000853,0
1160903,98,O,34304.17,1998-02-06,3-MEDIUM,Clerk#000000557,0
1162758,2074,F,12478.71,1994-01-11,3-MEDIUM,Clerk#000000901,0
1168417,25,O,315495.31,1996-10-12,2-HIGH,Clerk#000000413,0
1172674,806,F,200074.15,1994-01-26,4-NOT SPECIFIED,Clerk#000000609,0
1182051,2071,O,90217.54,1998-05-23,3-MEDIUM,Clerk#000000196,0
1185377,1403,F,125147.76,1992-10-20,4-NOT SPECIFIED,Clerk#000000693,0
1188326,2071,F,11425.89,1993-04-07,3-MEDIUM,Clerk#000000983,0
1198980,1691,P,190096.44,1995-03-03,5-LOW,Clerk#000000813,0
1202788,98,F,128805.91,1994-06-12,4-NOT SPECIFIED,Clerk#000000764,0
1204325,886,O,131601.07,1997-11-17,5-LOW,Clerk#000000127,0
1207139,469,F,82916.44,1993-05-21,1-URGENT,Clerk#000000674,0
1207719,2347,O,60270.18,1997-01-17,3-MEDIUM,Clerk#000000662,0
1211266,806,O,111484.47,1997-05-08,2-HIGH,Clerk#000000012,0
1247233,25,F,138475.98,1992-06-16,5-LOW,Clerk#000000907,0
1255939,2171,F,126225.79,1994-07-25,4-NOT SPECIFIED,Clerk#000000550,0
1257027,466,F,38396.30,1994-01-24,2-HIGH,Clerk#000000136,0
1260289,1273,O,180830.96,1996-11-28,5-LOW,Clerk#000000926,0
1260736,2171,O,150084.52,1996-08-13,5-LOW,Clerk#000000436,0
1266501,934,O,260495.31,1997-10-30,5-LOW,Clerk#000000201,0
1270690,1009,O,281623.88,1998-03-16,4-NOT SPECIFIED,Clerk#000000538,0
1271111,1691,O,77403.84,1996-10-06,4-NOT SPECIFIED,Clerk#000000245,0
1280836,469,F,142102.13,1992-01-31,5-LOW,Clerk#000000847,0
1284100,629,F,32762.68,1993-12-28,3-MEDIUM,Clerk#000000368,0
1305216,1228,F,247929.54,1994-07-18,4-NOT SPECIFIED,Clerk#000000654,0
1313637,1421,O,119642.50,1995-07-03,2-HIGH,Clerk#000000914,0
1313830,1618,O,63646.54,1997-09-19,5-LOW,Clerk#000000087,0
1318343,961,O,281243.28,1997-03-14,1-URGENT,Clerk#000000922,0
1321185,245,O,251301.81,1996-10-07,5-LOW,Clerk#000000839,0
1322882,1715,O,338992.71,1998-02-08,1-URGENT,Clerk#000000809,0
1325889,1894,O,94605.42,1998-06-06,1-URGENT,Clerk#000000788,0
1327936,1252,O,185308.42,1996-10-31,5-LOW,Clerk#000000209,0
1333891,469,O,147535.91,1998-06-21,5-LOW,Clerk#000000897,0
1338727,2074,F,22873.64,1992-02-08,2-HIGH,Clerk#000000423,0
1344965,1306,F,82261.40,1993-10-04,3-MEDIUM,Clerk#000000348,0
1348292,1327,O,198761.19,1995-11-02,4-NOT SPECIFIED,Clerk#000000854,0
1350819,472,F,217206.05,1993-07-19,1-URGENT,Clerk#000000129,0
1360673,466,O,115078.70,1995-08-04,2-HIGH,Clerk#000000164,0
1363623,2204,O,140783.51,1997-02-09,1-URGENT,Clerk#000000077,0
1364898,961,F,161005.46,1993-02-28,3-MEDIUM,Clerk#000000032,0
1366497,961,F,249335.78,1992-04-19,2-HIGH,Clerk#000000828,0
1380289,806,F,28277.38,1994-08-26,1-URGENT,Clerk#000000701,0
1405990,629,F,164365.49,1992-08-08,1-URGENT,Clerk#000000709,0
1408160,1618,F,174608.45,1994-05-11,5-LOW,Clerk#000000439,0
1412898,1618,F,88763.09,1992-07-07,2-HIGH,Clerk#000000243,0
1420035,98,F,114503.84,1993-07-10,1-URGENT,Clerk#000000867,0
1424262,938,O,97488.67,1996-11-02,2-HIGH,Clerk#000000341,0
1437254,370,F,225869.20,1994-08-04,2-HIGH,Clerk#000000449,0
1443073,2141,O,24396.60,1998-06-30,5-LOW,Clerk#000000693,0
1446627,815,O,102345.88,1996-01-22,1-URGENT,Clerk#000000614,0
1448103,799,F,145497.64,1993-03-23,5-LOW,Clerk#000000601,0
1465508,1306,O,158298.60,1998-06-18,4-NOT SPECIFIED,Clerk#000000649,0
1472807,2342,F,24684.96,1992-05-27,3-MEDIUM,Clerk#000000832,0
1481958,1327,O,155831.82,1995-06-12,2-HIGH,Clerk#000000779,0
1487619,1006,F,267540.41,1992-06-10,2-HIGH,Clerk#000000146,0
1491715,1273,P,225956.02,1995-04-20,5-LOW,Clerk#000000946,0
1491719,1228,O,159751.65,1997-09-15,1-URGENT,Clerk#000000022,0
1494052,1982,O,287272.41,1997-01-26,5-LOW,Clerk#000000582,0
1495521,2074,F,25265.74,1994-11-26,3-MEDIUM,Clerk#000000984,0
1496547,2204,F,191768.41,1992-09-02,3-MEDIUM,Clerk#000000325,0
1500608,629,O,102938.83,1996-10-11,2-HIGH,Clerk#000000317,0
1532708,1306,F,220706.65,1992-04-06,2-HIGH,Clerk#000000486,0
1535783,1421,F,85317.08,1993-05-13,5-LOW,Clerk#000000462,0
1549216,860,O,11808.41,1996-10-02,4-NOT SPECIFIED,Clerk#000000445,0
1549248,742,O,63415.68,1997-09-12,2-HIGH,Clerk#000000485,0
1555207,799,F,194119.80,1994-09-21,5-LOW,Clerk#000000187,0
1556903,469,O,167275.69,1995-08-21,3-MEDIUM,Clerk#000000272,0
1567079,1009,O,46657.36,1996-05-09,4-NOT SPECIFIED,Clerk#000000133,0
1568550,1481,F,57068.68,1995-02-12,4-NOT SPECIFIED,Clerk#000000597,0
1579683,1081,O,239883.10,1995-11-30,1-URGENT,Clerk#000000905,0
1584161,1618,F,321334.85,1993-08-26,3-MEDIUM,Clerk#000000920,0
1585927,2323,F,103872.64,1993-01-22,5-LOW,Clerk#000000141,0
1591941,25,O,140563.53,1997-02-07,2-HIGH,Clerk#000000249,0
1594086,629,F,200814.96,1994-07-28,3-MEDIUM,Clerk#000000295,0
1597121,25,F,170402.38,1992-04-14,3-MEDIUM,Clerk#000000968,0
1597700,1100,F,125354.98,1994-01-26,4-NOT SPECIFIED,Clerk#000000454,0
1607012,742,F,103479.50,1993-01-25,5-LOW,Clerk#000000826,0
1607431,2071,F,186334.45,1992-08-31,1-URGENT,Clerk#000000703,0
1640581,1376,F,134730.07,1993-06-17,3-MEDIUM,Clerk#000000414,0
1643525,469,F,152857.20,1995-01-26,2-HIGH,Clerk#000000690,0
1655172,469,F,23132.27,1992-04-04,2-HIGH,Clerk#000000922,0
1671622,2171,F,23655.18,1994-06-18,4-NOT SPECIFIED,Clerk#000000199,0
1675712,536,F,123510.65,1993-03-15,3-MEDIUM,Clerk#000000591,0
1678208,2074,O,212415.01,1997-03-23,1-URGENT,Clerk#000000352,0
1694215,2170,O,216671.94,1996-03-28,1-URGENT,Clerk#000000265,0
1695395,416,F,183875.96,1993-07-08,4-NOT SPECIFIED,Clerk#000000442,0
1696804,416,O,65554.51,1997-07-27,2-HIGH,Clerk#000000576,0
1708963,370,F,163777.93,1994-09-18,3-MEDIUM,Clerk#000000254,0
1730531,799,O,183578.51,1997-03-22,1-URGENT,Clerk#000000199,0
1749090,1895,F,24254.50,1992-09-14,2-HIGH,Clerk#000000992,0
1752291,205,F,129032.19,1995-03-11,5-LOW,Clerk#000000406,0
1757280,680,O,304882.10,1997-06-07,3-MEDIUM,Clerk#000000562,0
1762083,466,O,189518.37,1998-03-12,3-MEDIUM,Clerk#000000416,0
1766659,416,F,35842.32,1992-07-20,4-NOT SPECIFIED,Clerk#000000749,0
1768166,1895,O,39198.61,1998-07-18,1-URGENT,Clerk#000000300,0
1780226,629,F,199497.11,1994-04-20,4-NOT SPECIFIED,Clerk#000000326,0
