ORDER_KEY,CUST_KEY,ORDER_STATUS,TOTAL_PRICE,ORDER_DATE,ORDER_PRIORITY,CLERK,SHIP_PRIORITY
3332033,1640,F,62427.30,1995-03-14,5-LOW,Clerk#000000359,0
3337184,115,O,117298.00,1996-06-22,4-NOT SPECIFIED,Clerk#000000694,0
3338403,880,F,34790.34,1994-12-28,1-URGENT,Clerk#000000891,0
3342374,1913,O,180034.03,1996-10-05,4-NOT SPECIFIED,Clerk#000000247,0
3345830,91,O,87750.87,1995-06-06,4-NOT SPECIFIED,Clerk#000000707,0
3351424,2320,O,83467.59,1998-01-22,5-LOW,Clerk#000000623,0
3352356,2320,F,60221.84,1992-02-15,4-NOT SPECIFIED,Clerk#000000166,0
3354208,2006,F,200981.73,1994-08-08,4-NOT SPECIFIED,Clerk#000000785,0
3363361,1397,O,223624.05,1996-09-24,1-URGENT,Clerk#000000482,0
3366182,1033,O,150666.65,1997-09-30,4-NOT SPECIFIED,Clerk#000000188,0
3418528,1913,F,44966.66,1994-11-07,1-URGENT,Clerk#000000885,0
3420549,2242,F,280577.02,1992-09-09,4-NOT SPECIFIED,Clerk#000000086,0
3426854,1331,O,122209.15,1997-12-06,3-MEDIUM,Clerk#000000437,0
3427750,1738,F,163739.58,1992-04-11,1-URGENT,Clerk#000000566,0
3433858,91,F,110463.85,1994-09-03,2-HIGH,Clerk#000000705,0
3437344,1030,F,27094.08,1994-02-08,1-URGENT,Clerk#000000730,0
3441637,2134,O,168604.54,1998-01-16,3-MEDIUM,Clerk#000000375,0
3447332,2254,F,52695.31,1994-03-14,2-HIGH,Clerk#000000607,0
3465376,37,O,32347.90,1995-04-25,3-MEDIUM,Clerk#000000583,0
3465730,2479,F,123126.95,1993-06-27,1-URGENT,Clerk#000000218,0
3467909,1640,O,174312.29,1996-02-16,5-LOW,Clerk#000000813,0
3476934,1781,O,47031.92,1996-01-14,3-MEDIUM,Clerk#000000908,0
3477760,2434,O,138122.66,1997-06-25,5-LOW,Clerk#000000518,0
3481123,1774,O,204247.59,1996-09-26,2-HIGH,Clerk#000000786,0
3488160,1030,P,226185.15,1995-03-30,4-NOT SPECIFIED,Clerk#000000609,0
3489831,2479,O,47349.22,1998-04-05,2-HIGH,Clerk#000000437,0
3498407,1060,F,251053.78,1995-01-11,3-MEDIUM,Clerk#000000152,0
3523779,688,O,118103.41,1996-07-25,1-URGENT,Clerk#000000222,0
3532966,2320,F,183514.80,1992-12-13,2-HIGH,Clerk#000000352,0
3533792,770,O,172602.18,1997-12-24,1-URGENT,Clerk#000000059,0
3534501,382,F,92278.39,1994-08-25,4-NOT SPECIFIED,Clerk#000000601,0
3539424,1022,F,129345.00,1992-12-05,2-HIGH,Clerk#000000228,0
3548931,1033,O,186830.30,1996-07-06,3-MEDIUM,Clerk#000000628,0
3550183,1030,O,91740.27,1996-05-17,3-MEDIUM,Clerk#000000965,0
3555492,91,F,48925.87,1993-07-01,5-LOW,Clerk#000000157,0
3558566,2006,O,57771.87,1995-09-16,5-LOW,Clerk#000000415,0
3568032,28,O,70225.58,1997-09-13,5-LOW,Clerk#000000484,0
3580289,2207,P,330695.06,1995-04-09,5-LOW,Clerk#000000028,0
3585378,316,O,55751.36,1997-02-16,5-LOW,Clerk#000000757,0
3586179,152,F,105318.81,1995-03-22,5-LOW,Clerk#000000125,0
3586916,1022,O,24834.68,1997-04-06,1-URGENT,Clerk#000000043,0
3588100,2200,F,44436.16,1992-08-21,5-LOW,Clerk#000000966,0
3591652,1060,F,120626.07,1992-11-24,1-URGENT,Clerk#000000341,0
3592770,214,O,12246.55,1997-06-29,4-NOT SPECIFIED,Clerk#000000423,0
3596806,1033,O,271184.38,1996-01-14,4-NOT SPECIFIED,Clerk#000000821,0
3597344,214,O,226398.36,1997-01-01,1-URGENT,Clerk#000000235,0
1803746,1885,P,118748.70,1995-04-13,4-NOT SPECIFIED,Clerk#000000470,0
1815495,2300,O,16929.46,1995-12-12,1-URGENT,Clerk#000000713,0
1820675,2434,F,229249.28,1995-01-11,4-NOT SPECIFIED,Clerk#000000172,0
1821638,688,O,214570.58,1996-05-14,3-MEDIUM,Clerk#000000593,0
1822880,1036,F,86570.65,1992-03-04,2-HIGH,Clerk#000000318,0
1825604,316,F,182570.15,1992-03-18,5-LOW,Clerk#000000749,0
1827716,2320,F,114384.64,1995-01-31,5-LOW,Clerk#000000703,0
1833538,115,F,209240.08,1992-04-30,1-URGENT,Clerk#000000464,0
1836391,829,F,65051.12,1994-06-12,4-NOT SPECIFIED,Clerk#000000600,0
1848646,1033,F,259103.29,1994-08-16,2-HIGH,Clerk#000000508,0
1852230,1129,F,81615.48,1994-04-13,5-LOW,Clerk#000000139,0
1865509,1774,F,245916.70,1993-05-13,2-HIGH,Clerk#000000856,0
1876000,37,F,176371.33,1995-01-28,1-URGENT,Clerk#000000129,0
1877351,2467,F,85152.94,1994-12-31,3-MEDIUM,Clerk#000000707,0
1890624,316,O,172614.50,1996-03-16,3-MEDIUM,Clerk#000000375,0
1893667,1030,F,124169.35,1993-07-11,4-NOT SPECIFIED,Clerk#000000738,0
1899042,2120,O,236126.05,1998-01-29,2-HIGH,Clerk#000000006,0
1902723,2063,F,66598.66,1994-06-08,5-LOW,Clerk#000000623,0
1902981,1171,O,173447.82,1996-08-11,4-NOT SPECIFIED,Clerk#000000868,0
1904256,1060,O,30007.58,1998-02-26,1-URGENT,Clerk#000000236,0
1908738,752,O,98873.14,1997-02-05,3-MEDIUM,Clerk#000000270,0
1912867,1126,O,108690.19,1996-05-24,5-LOW,Clerk#000000808,0
1913767,1897,O,161621.63,1996-05-16,4-NOT SPECIFIED,Clerk#000000628,0
1915681,1025,O,35636.48,1997-11-07,1-URGENT,Clerk#000000189,0
1922880,2479,O,95986.12,1998-06-23,2-HIGH,Clerk#000000548,0
1937732,2471,F,151386.57,1994-11-12,2-HIGH,Clerk#000000200,0
1958471,316,F,71361.54,1994-05-16,3-MEDIUM,Clerk#000000654,0
1986210,2434,F,190111.43,1994-03-14,4-NOT SPECIFIED,Clerk#000000529,0
2005187,880,O,161625.31,1997-11-11,2-HIGH,Clerk#000000975,0
2008518,880,O,188254.72,1996-04-28,2-HIGH,Clerk#000000280,0
2014561,752,O,74130.32,1997-05-30,5-LOW,Clerk#000000898,0
2019232,2158,O,245795.42,1996-10-13,4-NOT SPECIFIED,Clerk#000000713,0
2029926,1465,F,216616.85,1992-04-28,3-MEDIUM,Clerk#000000060,0
2033314,1129,F,52398.70,1995-04-24,5-LOW,Clerk#000000210,0
2049220,2120,O,156304.37,1998-04-17,5-LOW,Clerk#000000934,0
2051811,695,P,111154.01,1995-04-04,1-URGENT,Clerk#000000425,0
2053347,1897,F,53240.14,1995-03-21,5-LOW,Clerk#000000432,0
2059397,590,O,88254.63,1996-05-31,3-MEDIUM,Clerk#000000734,0
2064615,91,O,89596.83,1995-10-10,3-MEDIUM,Clerk#000000446,0
2088899,2467,O,128884.56,1998-05-13,1-URGENT,Clerk#000000676,0
2097056,1774,O,131499.47,1997-07-02,5-LOW,Clerk#000000345,0
2103748,91,F,180858.25,1992-06-08,2-HIGH,Clerk#000000434,0
2116582,1774,F,62157.07,1994-09-07,1-URGENT,Clerk#000000165,0
2121218,1033,F,199562.77,1992-05-30,5-LOW,Clerk#000000496,0
2124962,1036,F,117671.82,1992-03-11,1-URGENT,Clerk#000000488,0
2124998,1640,O,188898.56,1995-07-23,3-MEDIUM,Clerk#000000268,0
2127842,2063,F,16326.68,1993-06-30,1-URGENT,Clerk#000000291,0
2128864,382,O,25986.00,1996-05-29,1-URGENT,Clerk#000000195,0
2137377,2242,F,84282.24,1992-06-10,3-MEDIUM,Clerk#000000002,0
2145639,2467,O,53360.81,1996-05-20,2-HIGH,Clerk#000000129,0
2169703,2320,O,267570.44,1997-02-13,1-URGENT,Clerk#000000539,0
2182375,695,F,292867.83,1992-08-11,1-URGENT,Clerk#000001000,0
2185792,115,F,134270.68,1994-09-23,5-LOW,Clerk#000000446,0
2192802,463,F,51020.05,1994-08-29,1-URGENT,Clerk#000000114,0
2193698,620,P,189038.50,1995-05-29,5-LOW,Clerk#000000322,0
2202181,1465,F,55062.21,1995-03-27,1-URGENT,Clerk#000000547,0
2206055,1825,O,116130.76,1998-06-19,1-URGENT,Clerk#000000898,0
2214467,1036,F,99416.49,1992-03-09,3-MEDIUM,Clerk#000000765,0
2216615,1913,O,80049.82,1996-11-30,1-URGENT,Clerk#000000401,0
2220357,2057,F,179568.65,1995-01-17,3-MEDIUM,Clerk#000000157,0
2223655,880,F,77451.41,1994-06-26,1-URGENT,Clerk#000000139,0
2226242,463,O,144562.13,1998-02-06,5-LOW,Clerk#000000797,0
2231556,37,O,108340.12,1995-10-23,4-NOT SPECIFIED,Clerk#000000109,0
2243843,115,O,171815.97,1997-01-25,2-HIGH,Clerk#000000600,0
2253891,829,O,68792.25,1995-08-29,5-LOW,Clerk#000000973,0
2255524,1126,O,117707.84,1996-04-20,4-NOT SPECIFIED,Clerk#000000583,0
2257635,1825,F,96351.56,1993-05-09,2-HIGH,Clerk#000000361,0
2265381,2200,F,182529.77,1993-01-29,1-URGENT,Clerk#000000506,0
2272325,1897,P,134220.94,1995-03-28,2-HIGH,Clerk#000000501,0
2273063,2207,O,62146.89,1996-03-20,3-MEDIUM,Clerk#000000202,0
2279043,1885,O,6762.53,1996-12-09,5-LOW,Clerk#000000098,0
2281698,1738,O,125175.16,1997-05-15,1-URGENT,Clerk#000000970,0
2282786,1331,F,224282.75,1994-07-09,2-HIGH,Clerk#000000655,0
2287174,1526,F,367558.45,1992-12-17,1-URGENT,Clerk#000000036,0
2297440,688,O,92410.52,1996-03-03,2-HIGH,Clerk#000000230,0
2311654,2467,F,148940.96,1992-07-23,3-MEDIUM,Clerk#000000221,0
2313156,1825,O,45647.16,1998-06-22,2-HIGH,Clerk#000000804,0
2331395,574,F,192332.36,1992-07-30,3-MEDIUM,Clerk#000000359,0
2333476,115,O,77716.30,1996-06-29,5-LOW,Clerk#000000148,0
2339523,2158,F,177582.99,1994-06-12,5-LOW,Clerk#000000779,0
2341157,620,F,229921.94,1993-09-14,5-LOW,Clerk#000000384,0
2342115,28,F,230732.43,1992-11-07,5-LOW,Clerk#000000257,0
2342342,688,F,94817.64,1994-12-11,2-HIGH,Clerk#000000016,0
2342979,2320,O,237282.42,1996-12-09,4-NOT SPECIFIED,Clerk#000000209,0
2349735,773,F,138734.56,1993-03-18,3-MEDIUM,Clerk#000000638,0
2358049,2479,P,252434.57,1995-04-30,4-NOT SPECIFIED,Clerk#000000910,0
2359685,2216,O,96456.06,1997-12-15,5-LOW,Clerk#000000774,0
2365220,1526,O,19744.05,1996-05-07,2-HIGH,Clerk#000000027,0
2366407,1205,F,200083.90,1994-09-22,1-URGENT,Clerk#000000927,0
2370438,28,O,195467.72,1997-06-24,1-URGENT,Clerk#000000247,0
2373411,1171,F,112745.86,1992-05-21,3-MEDIUM,Clerk#000000878,0
1201989,688,O,239985.97,1997-05-25,3-MEDIUM,Clerk#000000361,0
1207424,1129,F,130297.93,1995-01-01,3-MEDIUM,Clerk#000000471,0
1229830,2158,F,125667.89,1993-05-31,4-NOT SPECIFIED,Clerk#000000920,0
1233508,688,F,78380.55,1992-09-05,1-URGENT,Clerk#000000899,0
1237312,1004,F,1708.35,1992-10-03,3-MEDIUM,Clerk#000000993,0
1267268,2201,O,259801.93,1995-12-30,2-HIGH,Clerk#000000642,0
1283814,1171,O,78893.09,1998-02-07,3-MEDIUM,Clerk#000000547,0
1288613,2242,F,72484.77,1994-09-14,4-NOT SPECIFIED,Clerk#000000579,0
1294786,2467,F,29331.12,1993-12-05,3-MEDIUM,Clerk#000000913,0
1299046,1514,O,81936.81,1998-05-13,4-NOT SPECIFIED,Clerk#000000517,0
1299397,1774,F,147315.70,1992-05-24,2-HIGH,Clerk#000000963,0
1300743,688,F,158776.46,1994-10-10,3-MEDIUM,Clerk#000000261,0
1302688,1129,O,78646.69,1997-11-07,5-LOW,Clerk#000000147,0
1303430,1129,F,83603.09,1992-12-03,5-LOW,Clerk#000000591,0
1303972,2242,F,323718.34,1992-03-14,1-URGENT,Clerk#000000934,0
1308995,1126,O,204730.34,1996-05-23,5-LOW,Clerk#000000056,0
1310213,1465,F,283209.74,1994-11-14,2-HIGH,Clerk#000000886,0
1310368,1774,F,220162.35,1993-07-30,2-HIGH,Clerk#000000353,0
1312295,880,F,232290.50,1995-01-03,2-HIGH,Clerk#000000593,0
1319108,1913,F,39032.74,1992-06-26,5-LOW,Clerk#000000555,0
1328519,2057,F,302303.15,1992-11-17,4-NOT SPECIFIED,Clerk#000000208,0
1333379,1913,F,93245.71,1993-03-15,2-HIGH,Clerk#000000832,0
1336576,1025,F,182293.31,1992-01-09,4-NOT SPECIFIED,Clerk#000000456,0
1344129,574,O,42481.86,1996-08-27,1-URGENT,Clerk#000000937,0
1346307,2200,O,224863.04,1996-05-08,4-NOT SPECIFIED,Clerk#000000131,0
1349956,574,F,358982.31,1994-06-20,5-LOW,Clerk#000000920,0
1360194,2200,O,96287.46,1998-05-02,4-NOT SPECIFIED,Clerk#000000218,0
1368097,1126,F,3865.61,1994-12-13,5-LOW,Clerk#000000942,0
1380609,1033,F,45075.12,1994-09-10,4-NOT SPECIFIED,Clerk#000000555,0
1382529,316,O,252624.28,1995-11-11,5-LOW,Clerk#000000801,0
1387237,1781,O,70859.89,1997-12-26,3-MEDIUM,Clerk#000000527,0
1390432,1126,O,136831.98,1997-05-03,2-HIGH,Clerk#000000460,0
1400006,91,O,206240.29,1997-07-04,3-MEDIUM,Clerk#000000716,0
1410690,1060,O,264351.76,1995-09-09,5-LOW,Clerk#000000555,0
1414082,2467,F,49489.44,1994-07-02,5-LOW,Clerk#000000649,0
1416742,2434,F,285455.80,1994-04-19,4-NOT SPECIFIED,Clerk#000000128,0
1425763,1193,F,61471.48,1994-09-26,1-URGENT,Clerk#000000262,0
1425795,2320,O,159084.42,1995-09-14,3-MEDIUM,Clerk#000000282,0
1426021,2134,F,186927.40,1994-03-22,2-HIGH,Clerk#000000172,0
1428292,2134,O,223697.73,1997-05-26,4-NOT SPECIFIED,Clerk#000000188,0
1429248,316,F,130998.78,1992-07-26,5-LOW,Clerk#000000668,0
1433697,214,O,124058.20,1995-10-02,3-MEDIUM,Clerk#000000247,0
1436871,2200,P,95691.22,1995-04-30,2-HIGH,Clerk#000000049,0
1439106,1913,O,10861.09,1996-01-03,4-NOT SPECIFIED,Clerk#000000163,0
1455815,463,F,186927.22,1993-03-05,5-LOW,Clerk#000000874,0
1456513,829,F,223263.30,1992-11-24,2-HIGH,Clerk#000000604,0
1462209,773,O,330073.83,1998-06-03,5-LOW,Clerk#000000609,0
1466338,2434,O,110013.88,1997-02-22,5-LOW,Clerk#000000419,0
1480257,1171,O,146176.27,1996-07-21,3-MEDIUM,Clerk#000000094,0
1489063,2063,O,183651.55,1998-06-19,2-HIGH,Clerk#000000571,0
1489858,1030,O,192573.37,1997-04-16,5-LOW,Clerk#000000340,0
1506530,1171,O,68556.47,1995-09-01,4-NOT SPECIFIED,Clerk#000000116,0
1507009,2201,O,28858.61,1998-06-27,1-URGENT,Clerk#000000583,0
1507906,1205,O,34536.71,1996-04-07,5-LOW,Clerk#000000988,0
1517606,695,O,169312.93,1996-06-04,3-MEDIUM,Clerk#000000350,0
1543684,1205,O,93126.83,1995-06-12,4-NOT SPECIFIED,Clerk#000000874,0
1548227,1825,O,214113.32,1995-06-29,3-MEDIUM,Clerk#000000033,0
1549443,2201,O,43894.23,1996-08-12,5-LOW,Clerk#000000624,0
1550053,28,F,189340.54,1993-11-01,1-URGENT,Clerk#000000349,0
1551396,1825,O,280411.46,1996-02-19,1-URGENT,Clerk#000000669,0
1552802,1774,O,45030.91,1997-09-07,1-URGENT,Clerk#000000024,0
1558084,2320,O,163512.69,1996-09-09,1-URGENT,Clerk#000000097,0
1565284,1030,O,311936.70,1995-08-27,1-URGENT,Clerk#000000432,0
1569955,152,F,300857.27,1993-08-29,4-NOT SPECIFIED,Clerk#000000711,0
1572096,2134,F,304172.00,1992-01-11,4-NOT SPECIFIED,Clerk#000000560,0
1574183,880,O,36278.11,1996-02-06,4-NOT SPECIFIED,Clerk#000000942,0
1588743,1738,O,205127.10,1998-04-06,3-MEDIUM,Clerk#000000635,0
1590502,1022,F,216759.98,1994-09-24,2-HIGH,Clerk#000000764,0
1602375,688,O,122442.57,1997-01-09,5-LOW,Clerk#000000345,0
1611745,620,F,150957.71,1994-06-16,2-HIGH,Clerk#000000497,0
1612483,1033,F,3310.39,1994-08-28,2-HIGH,Clerk#000000803,0
1622405,2158,F,155503.82,1995-02-09,3-MEDIUM,Clerk#000000952,0
1622438,1030,F,223922.39,1992-11-24,1-URGENT,Clerk#000000401,0
1622852,1640,O,43786.09,1997-06-20,2-HIGH,Clerk#000000245,0
1623873,688,O,193660.26,1997-06-05,5-LOW,Clerk#000000509,0
1624452,1738,O,118692.41,1998-02-28,1-URGENT,Clerk#000000238,0
1638784,1060,F,208502.83,1993-07-11,1-URGENT,Clerk#000000495,0
1644867,1781,O,76715.76,1996-01-03,3-MEDIUM,Clerk#000000329,0
1661223,2120,F,77782.99,1994-04-24,3-MEDIUM,Clerk#000000469,0
1668583,1193,O,60726.51,1998-07-29,5-LOW,Clerk#000000817,0
1669152,2200,O,234754.07,1998-05-13,5-LOW,Clerk#000000678,0
1674405,91,F,160849.97,1992-12-17,3-MEDIUM,Clerk#000000292,0
1675234,1685,P,292357.38,1995-03-27,2-HIGH,Clerk#000000355,0
1682018,688,O,97176.32,1995-06-23,5-LOW,Clerk#000000891,0
1693061,316,F,58043.22,1992-07-18,4-NOT SPECIFIED,Clerk#000000078,0
1695200,316,O,76616.99,1996-12-04,4-NOT SPECIFIED,Clerk#000000138,0
1696389,152,O,73098.18,1997-11-25,1-URGENT,Clerk#000000651,0
1698823,1897,O,157581.11,1996-10-22,2-HIGH,Clerk#000000793,0
1701799,1465,O,145905.62,1998-05-22,5-LOW,Clerk#000000440,0
1706438,152,O,302943.22,1997-02-22,5-LOW,Clerk#000000301,0
1706593,1126,F,91384.79,1994-04-08,5-LOW,Clerk#000000280,0
1714852,2467,O,77331.70,1997-06-03,2-HIGH,Clerk#000000592,0
1717345,1897,O,36919.65,1996-10-19,1-URGENT,Clerk#000000501,0
1725701,2242,O,327691.12,1997-11-18,4-NOT SPECIFIED,Clerk#000000851,0
1730405,1036,O,78288.37,1998-06-07,2-HIGH,Clerk#000000612,0
1736481,316,F,80611.33,1994-06-06,5-LOW,Clerk#000000080,0
1738819,1030,F,102180.97,1992-10-11,1-URGENT,Clerk#000000863,0
1739237,2201,F,226682.40,1993-04-07,3-MEDIUM,Clerk#000000954,0
1741541,770,F,191160.92,1992-07-25,4-NOT SPECIFIED,Clerk#000000773,0
1751074,620,F,155509.27,1992-03-17,3-MEDIUM,Clerk#000000385,0
1751655,2254,F,95038.08,1993-07-05,2-HIGH,Clerk#000000826,0
1752256,463,F,172459.26,1993-09-17,3-MEDIUM,Clerk#000000390,0
1752261,1126,F,145111.98,1992-08-04,4-NOT SPECIFIED,Clerk#000000004,0
1759649,1171,O,178470.31,1997-01-06,5-LOW,Clerk#000000436,0
1764513,2216,O,291675.45,1997-06-07,4-NOT SPECIFIED,Clerk#000000071,0
1767489,1640,O,186422.53,1996-06-08,3-MEDIUM,Clerk#000000854,0
1773894,1331,O,182135.35,1995-12-18,4-NOT SPECIFIED,Clerk#000000686,0
1775111,1897,O,181585.62,1996-07-26,2-HIGH,Clerk#000000505,0
1783941,28,O,39913.91,1995-07-12,2-HIGH,Clerk#000000894,0
1785605,1465,O,178355.28,1998-04-17,2-HIGH,Clerk#000000547,0
1797255,1526,O,83131.32,1998-01-20,1-URGENT,Clerk#000000954,0
1798050,1465,O,150787.43,1998-06-13,2-HIGH,Clerk#000000883,0
5426464,1885,O,56522.90,1996-10-10,1-URGENT,Clerk#000000386,0
5436832,2467,O,82245.55,1997-07-04,4-NOT SPECIFIED,Clerk#000000461,0
5438950,2158,F,384526.79,1993-12-24,4-NOT SPECIFIED,Clerk#000000200,0
5439941,1897,F,146593.61,1992-04-26,5-LOW,Clerk#000000824,0
5441543,2134,O,259076.04,1996-03-20,2-HIGH,Clerk#000000633,0
5456960,1774,O,152230.16,1998-02-18,5-LOW,Clerk#000000003,0
5457061,1885,F,101967.68,1992-03-21,1-URGENT,Clerk#000000416,0
5457316,1331,F,88221.37,1993-02-28,3-MEDIUM,Clerk#000000025,0
5459939,1885,O,248416.44,1995-06-09,5-LOW,Clerk#000000724,0
5463173,1126,O,198559.78,1998-03-29,1-URGENT,Clerk#000000975,0
5463715,1781,F,199318.33,1994-01-18,1-URGENT,Clerk#000000887,0
5463939,1126,O,80620.16,1996-05-21,2-HIGH,Clerk#000000718,0
5467424,1033,O,206795.39,1997-09-25,1-URGENT,Clerk#000000421,0
5471905,1885,F,194025.97,1992-06-04,4-NOT SPECIFIED,Clerk#000000052,0
5475879,880,O,31947.34,1996-05-20,2-HIGH,Clerk#000000540,0
5478049,2201,F,117007.39,1993-04-21,5-LOW,Clerk#000000807,0
5485728,688,F,67310.98,1993-10-13,3-MEDIUM,Clerk#000000180,0
5487877,382,O,128961.30,1995-08-20,2-HIGH,Clerk#000000876,0
5493410,2242,F,40724.79,1992-03-22,2-HIGH,Clerk#000000488,0
5496967,28,F,171402.45,1992-07-30,5-LOW,Clerk#000000886,0
5501824,2158,O,172968.64,1998-05-03,5-LOW,Clerk#000000735,0
5512385,1033,O,226952.09,1998-05-29,3-MEDIUM,Clerk#000000609,0
5524037,1030,O,135149.43,1998-06-20,3-MEDIUM,Clerk#000000557,0
5535201,28,O,59094.81,1998-02-15,4-NOT SPECIFIED,Clerk#000000423,0
5539522,1036,F,107721.45,1993-05-28,4-NOT SPECIFIED,Clerk#000000256,0
5548805,1897,O,91139.13,1996-05-12,3-MEDIUM,Clerk#000000318,0
5551104,28,O,20240.39,1996-10-29,1-URGENT,Clerk#000000704,0
5553511,773,O,222283.81,1996-04-28,1-URGENT,Clerk#000000927,0
5554116,695,O,253914.30,1997-05-28,2-HIGH,Clerk#000000021,0
5555495,2434,O,170750.16,1998-05-27,5-LOW,Clerk#000000231,0
5557155,1397,F,224058.82,1992-06-03,1-URGENT,Clerk#000000091,0
5566051,1397,O,218086.15,1998-06-03,4-NOT SPECIFIED,Clerk#000000359,0
5567365,1171,O,79288.96,1997-07-30,1-URGENT,Clerk#000000441,0
5569573,829,O,220920.87,1997-06-05,4-NOT SPECIFIED,Clerk#000000775,0
5587143,2201,F,345851.05,1993-09-12,4-NOT SPECIFIED,Clerk#000000065,0
5590630,152,F,171053.38,1993-04-03,5-LOW,Clerk#000000960,0
5615618,382,O,96415.71,1995-10-23,3-MEDIUM,Clerk#000000300,0
5620231,463,P,164228.82,1995-06-01,3-MEDIUM,Clerk#000000116,0
5624704,1897,O,69619.91,1998-05-04,3-MEDIUM,Clerk#000000976,0
5634624,620,F,109295.12,1993-05-22,2-HIGH,Clerk#000000106,0
5635744,1738,O,44720.58,1997-09-25,2-HIGH,Clerk#000000814,0
5656900,91,O,8429.62,1996-10-15,2-HIGH,Clerk#000000704,0
5661926,1022,F,265077.22,1992-09-16,5-LOW,Clerk#000000310,0
5670180,2479,O,128035.30,1997-02-25,5-LOW,Clerk#000000019,0
5673440,773,O,173528.12,1996-04-15,1-URGENT,Clerk#000000743,0
5678561,382,F,261585.11,1992-04-28,4-NOT SPECIFIED,Clerk#000000261,0
5678662,1897,F,83822.79,1993-09-19,2-HIGH,Clerk#000000627,0
5687075,880,F,104815.31,1992-07-04,1-URGENT,Clerk#000000480,0
5694885,1331,O,82891.03,1996-03-20,1-URGENT,Clerk#000000438,0
5701316,1897,F,56200.12,1992-01-04,3-MEDIUM,Clerk#000000700,0
5706695,2242,O,184380.69,1997-09-01,2-HIGH,Clerk#000000538,0
5707328,2207,F,118987.11,1993-02-22,2-HIGH,Clerk#000000306,0
5710849,1738,O,87799.86,1998-07-27,3-MEDIUM,Clerk#000000824,0
5711296,829,O,143315.22,1998-07-01,4-NOT SPECIFIED,Clerk#000000707,0
5721890,574,O,244423.03,1998-05-24,2-HIGH,Clerk#000000361,0
5725888,115,F,91051.73,1992-01-23,2-HIGH,Clerk#000000248,0
5733508,620,F,172440.28,1993-10-09,5-LOW,Clerk#000000303,0
5734342,2200,O,37052.45,1996-01-25,4-NOT SPECIFIED,Clerk#000000615,0
5748323,37,F,38002.40,1993-01-10,2-HIGH,Clerk#000000315,0
5754183,2479,P,269532.64,1995-04-23,2-HIGH,Clerk#000000557,0
5768228,620,F,69866.48,1993-01-12,4-NOT SPECIFIED,Clerk#000000003,0
5769697,2254,O,100845.98,1996-04-02,2-HIGH,Clerk#000000978,0
5776643,91,F,92244.79,1995-03-16,4-NOT SPECIFIED,Clerk#000000332,0
5781733,2200,O,237437.42,1997-10-17,1-URGENT,Clerk#000000913,0
5783104,773,F,106783.75,1993-11-01,2-HIGH,Clerk#000000875,0
5784774,1171,O,169185.32,1997-02-26,3-MEDIUM,Clerk#000000906,0
5798084,2467,F,126920.14,1992-08-04,1-URGENT,Clerk#000000387,0
5806210,1171,F,169613.69,1993-12-25,4-NOT SPECIFIED,Clerk#000000228,0
5812773,2467,O,59822.22,1995-09-18,3-MEDIUM,Clerk#000000665,0
5815270,1774,O,212429.82,1997-10-12,1-URGENT,Clerk#000000486,0
5817857,770,O,129524.79,1996-08-12,1-URGENT,Clerk#000000505,0
5821125,752,O,54609.58,1996-07-24,5-LOW,Clerk#000000754,0
5828417,1171,O,167347.53,1995-09-29,2-HIGH,Clerk#000000473,0
5832097,1640,F,59293.89,1993-12-31,4-NOT SPECIFIED,Clerk#000000422,0
5833697,463,F,185111.40,1992-02-08,1-URGENT,Clerk#000000033,0
5835300,2201,F,49311.61,1994-09-20,4-NOT SPECIFIED,Clerk#000000212,0
5841155,2242,F,216353.57,1993-03-18,4-NOT SPECIFIED,Clerk#000000634,0
5844294,1885,O,234492.71,1996-01-04,3-MEDIUM,Clerk#000000075,0
5850467,2200,O,73792.82,1998-04-08,2-HIGH,Clerk#000000785,0
5853732,1126,F,151789.10,1995-03-02,4-NOT SPECIFIED,Clerk#000000925,0
5854851,1781,F,215500.05,1993-02-11,3-MEDIUM,Clerk#000000360,0
5865283,2207,O,177212.88,1997-11-11,5-LOW,Clerk#000000934,0
5875491,829,F,312397.64,1994-11-21,3-MEDIUM,Clerk#000000075,0
5882854,2006,F,75764.20,1994-03-01,1-URGENT,Clerk#000000116,0
5888356,2434,O,172277.63,1997-09-15,5-LOW,Clerk#000000544,0
5907140,880,F,153632.90,1992-05-14,4-NOT SPECIFIED,Clerk#000000589,0
5940935,2320,O,118960.26,1996-12-26,1-URGENT,Clerk#000000756,0
5949828,2467,O,252954.93,1995-08-02,3-MEDIUM,Clerk#000000523,0
5958435,152,F,155878.03,1992-07-17,3-MEDIUM,Clerk#000000837,0
5959683,91,F,49944.30,1992-07-22,5-LOW,Clerk#000000156,0
5962880,1885,O,12713.80,1998-02-15,3-MEDIUM,Clerk#000000808,0
5968640,1060,O,285884.66,1996-05-28,5-LOW,Clerk#000000053,0
5980451,688,O,372877.64,1998-02-15,1-URGENT,Clerk#000000085,0
5986981,1781,O,14166.50,1996-11-07,5-LOW,Clerk#000000134,0
5987717,1397,O,341404.04,1997-09-21,2-HIGH,Clerk#000000617,0
5995843,2254,F,61308.23,1993-05-04,1-URGENT,Clerk#000000905,0
2402151,463,O,151688.25,1996-08-29,3-MEDIUM,Clerk#000000518,0
2406178,1738,F,88976.97,1992-01-06,5-LOW,Clerk#000000688,0
2413542,2057,F,226590.62,1994-03-26,5-LOW,Clerk#000000518,0
